,datetime,nh3,pm10,pm2_5,so2,o3,no2,co,aqi
0,2024-01-20 20:00:00,4.31,267.79,249.84,7.03,60.8,16.11,1214.98,5
1,2024-01-20 21:00:00,4.31,264.07,247.57,6.91,55.79,15.42,1201.63,5
2,2024-01-20 22:00:00,4.31,261.3,245.67,6.56,50.78,14.91,1201.63,5
3,2024-01-20 23:00:00,4.31,260.32,245.33,6.2,44.35,15.08,1214.98,5
4,2024-01-21 00:00:00,4.43,260.79,247.17,6.14,37.91,15.59,1228.33,5
5,2024-01-21 01:00:00,4.88,264.01,249.82,7.15,32.54,17.31,1281.74,5
6,2024-01-21 02:00:00,5.7,269.15,251.65,9.18,26.82,20.91,1348.5,5
7,2024-01-21 03:00:00,6.21,267.63,248.21,11.32,28.25,21.42,1375.2,5
8,2024-01-21 04:00:00,5.89,251.35,233.23,13.83,39.34,19.36,1268.39,5
9,2024-01-21 05:00:00,6.14,240.95,224.14,15.26,54.36,16.96,1188.28,5
10,2024-01-21 06:00:00,6.52,238.48,222.45,16.45,75.82,15.25,1134.87,5
11,2024-01-21 07:00:00,1.68,214.06,201.74,13.71,118.73,8.48,881.2,5
12,2024-01-21 08:00:00,0.41,197.1,186.03,14.42,135.9,5.91,754.36,5
13,2024-01-21 09:00:00,0.42,192.21,181.13,16.21,138.76,5.74,720.98,5
14,2024-01-21 10:00:00,1.76,206.12,193.36,16.45,123.02,9.68,781.06,5
15,2024-01-21 11:00:00,5.83,224.72,208.24,15.26,92.98,18.68,934.6,5
16,2024-01-21 12:00:00,7.92,236.79,216.78,14.31,67.23,28.45,1081.47,5
17,2024-01-21 13:00:00,9.25,254.6,230.08,14.42,49.35,37.01,1255.04,5
18,2024-01-21 14:00:00,10.77,277.15,246.48,14.54,35.05,41.47,1428.6,5
19,2024-01-21 15:00:00,11.4,294.87,259.16,13.83,25.39,42.5,1562.12,5
20,2024-01-21 16:00:00,11.4,305.55,267.57,12.64,19.85,41.47,1628.88,5
21,2024-01-21 17:00:00,10.51,310.41,271.51,11.32,16.45,39.76,1668.93,5
22,2024-01-21 18:00:00,8.61,302.62,266.49,8.94,16.09,36.33,1588.82,5
23,2024-01-21 19:00:00,6.97,287.33,256.48,6.68,19.31,30.16,1428.6,5
24,2024-04-17 20:00:00,20.01,47.26,34.95,16.69,98.71,14.74,607.49,3
25,2024-04-17 21:00:00,20.52,47.26,35.74,17.17,94.41,14.05,607.49,3
26,2024-04-17 22:00:00,20.77,48.08,37.04,17.4,92.98,13.54,614.17,3
27,2024-04-17 23:00:00,21.03,49.41,38.62,18.12,94.41,13.02,607.49,3
28,2024-04-18 00:00:00,21.53,51.86,41.22,19.07,98.71,12.85,614.17,3
29,2024-04-18 01:00:00,22.04,56.48,44.64,21.46,100.14,14.39,647.54,3
30,2024-04-18 02:00:00,23.31,64.85,50.06,24.8,107.29,16.79,727.65,4
31,2024-04-18 03:00:00,22.55,70.81,54.64,27.18,137.33,16.45,747.68,4
32,2024-04-18 04:00:00,19.51,71.72,57.39,27.66,185.97,11.48,674.25,5
33,2024-04-18 05:00:00,17.73,77.19,63.43,26.94,226.02,8.23,640.87,5
34,2024-04-18 06:00:00,15.33,75.86,63.66,23.6,246.05,6.34,587.46,5
35,2024-04-18 07:00:00,10.26,55.52,47.24,14.54,226.02,3.9,467.3,5
36,2024-04-18 08:00:00,7.47,43.17,36.54,10.37,208.85,3.34,403.88,5
37,2024-04-18 09:00:00,6.9,40.41,33.9,9.54,200.27,3.51,390.53,5
38,2024-04-18 10:00:00,7.16,40.39,33.06,10.25,194.55,4.76,400.54,5
39,2024-04-18 11:00:00,7.98,42.47,33.89,10.97,185.97,6.68,427.25,5
40,2024-04-18 12:00:00,8.99,43.78,33.98,10.97,175.95,9.0,460.62,4
41,2024-04-18 13:00:00,11.02,47.67,35.77,11.92,164.51,12.17,540.73,4
42,2024-04-18 14:00:00,14.57,56.52,40.89,14.54,153.06,15.77,674.25,4
43,2024-04-18 15:00:00,19.0,69.54,48.96,17.88,138.76,19.36,841.14,3
44,2024-04-18 16:00:00,25.84,100.48,69.05,25.27,107.29,28.45,1174.93,4
45,2024-04-18 17:00:00,32.42,144.09,98.47,33.38,70.1,40.44,1602.17,5
46,2024-04-18 18:00:00,37.49,180.09,124.54,36.72,45.06,49.35,1895.9,5
47,2024-04-18 19:00:00,43.57,198.17,139.94,38.15,31.83,52.09,2029.42,5
48,2024-06-24 20:00:00,10.77,37.0,27.92,17.4,37.19,18.34,640.87,3
49,2024-06-24 21:00:00,9.88,38.72,29.98,17.17,34.33,18.85,634.19,3
50,2024-06-24 22:00:00,8.49,43.18,35.26,17.64,28.61,20.91,654.22,3
51,2024-06-24 23:00:00,7.03,47.65,40.68,17.64,22.89,22.96,680.92,3
52,2024-06-25 00:00:00,5.95,49.73,43.79,16.45,18.24,23.65,720.98,3
53,2024-06-25 01:00:00,5.51,51.47,45.99,15.74,13.41,24.33,787.73,3
54,2024-06-25 02:00:00,5.83,55.61,49.52,16.93,9.66,26.39,854.49,3
55,2024-06-25 03:00:00,6.14,57.08,50.55,18.6,9.83,27.76,867.84,4
56,2024-06-25 04:00:00,5.38,51.83,46.14,18.6,15.91,25.02,807.76,3
57,2024-06-25 05:00:00,4.94,47.3,42.21,17.64,23.25,22.28,774.38,3
58,2024-06-25 06:00:00,4.69,43.82,39.14,16.93,29.33,20.39,747.68,3
59,2024-06-25 07:00:00,4.81,41.76,37.06,16.21,47.92,16.96,720.98,3
60,2024-06-25 08:00:00,4.94,39.65,34.87,15.26,56.51,15.77,687.6,3
61,2024-06-25 09:00:00,5.19,37.46,32.63,14.78,60.08,14.91,667.57,3
62,2024-06-25 10:00:00,5.83,36.91,31.96,14.9,63.66,15.08,667.57,3
63,2024-06-25 11:00:00,7.03,37.49,32.08,15.26,59.37,17.31,700.95,3
64,2024-06-25 12:00:00,8.11,37.47,31.53,15.02,55.07,18.51,727.65,3
65,2024-06-25 13:00:00,9.25,39.36,32.04,14.66,59.37,17.14,747.68,3
66,2024-06-25 14:00:00,10.77,46.27,37.02,16.21,67.23,16.11,767.71,3
67,2024-06-25 15:00:00,11.53,53.49,43.17,17.17,70.1,15.59,774.38,3
68,2024-06-25 16:00:00,11.27,55.44,45.02,17.17,62.23,15.94,774.38,3
69,2024-06-25 17:00:00,10.89,55.62,44.86,17.64,47.21,17.99,787.73,3
70,2024-06-25 18:00:00,10.26,55.69,44.92,18.6,35.41,20.22,787.73,3
71,2024-06-25 19:00:00,7.98,52.39,44.12,19.31,27.18,22.62,767.71,3
72,2024-07-07 20:00:00,4.81,52.14,43.69,11.92,24.32,19.02,741.0,3
73,2024-07-07 21:00:00,4.69,49.25,41.13,11.09,21.28,18.68,714.3,3
74,2024-07-07 22:00:00,4.56,47.01,39.34,10.61,17.88,19.02,694.27,3
75,2024-07-07 23:00:00,4.31,45.54,38.43,10.73,14.13,20.05,680.92,3
76,2024-07-08 00:00:00,4.12,45.37,38.61,11.44,10.64,21.25,667.57,3
77,2024-07-08 01:00:00,3.93,46.81,40.43,13.35,8.49,22.28,674.25,3
78,2024-07-08 02:00:00,4.56,51.9,44.78,14.9,11.62,20.56,714.3,3
79,2024-07-08 03:00:00,4.69,56.86,49.42,15.97,19.31,19.36,747.68,3
80,2024-07-08 04:00:00,3.01,53.79,47.82,14.07,30.04,20.56,734.33,3
81,2024-07-08 05:00:00,3.32,48.06,42.77,13.71,43.99,19.36,714.3,3
82,2024-07-08 06:00:00,3.83,46.03,41.21,13.83,62.94,16.96,694.27,3
83,2024-07-08 07:00:00,3.51,42.29,38.47,12.04,81.54,13.37,620.84,3
84,2024-07-08 08:00:00,3.58,37.35,34.15,10.73,85.83,11.14,560.76,3
85,2024-07-08 09:00:00,3.77,37.88,34.71,10.25,89.41,10.2,534.06,3
86,2024-07-08 10:00:00,3.89,43.64,40.35,10.73,98.71,9.77,534.06,3
87,2024-07-08 11:00:00,4.18,53.46,49.79,11.21,110.15,9.6,540.73,3
88,2024-07-08 12:00:00,4.5,62.86,58.68,11.68,118.73,10.11,554.08,4
89,2024-07-08 13:00:00,7.73,79.3,71.03,15.97,104.43,15.77,660.9,4
90,2024-07-08 14:00:00,10.89,97.05,82.06,21.22,77.96,22.28,827.79,5
91,2024-07-08 15:00:00,10.64,104.02,84.34,22.65,57.94,26.39,947.95,5
92,2024-07-08 16:00:00,9.37,100.33,78.99,20.98,46.49,26.73,988.01,5
93,2024-07-08 17:00:00,8.87,93.7,71.6,18.84,38.98,26.05,1001.36,4
94,2024-07-08 18:00:00,8.11,87.16,65.92,16.45,33.62,25.7,974.66,4
95,2024-07-08 19:00:00,7.16,80.48,62.25,14.9,32.9,23.99,907.9,4
96,2023-10-06 20:00:00,7.22,134.13,112.94,10.13,25.39,27.08,1401.9,5
97,2023-10-06 21:00:00,10.13,137.8,117.31,10.61,18.06,25.7,1441.96,5
98,2023-10-06 22:00:00,14.31,153.55,131.66,12.87,11.62,28.1,1575.47,5
99,2023-10-06 23:00:00,13.43,168.53,146.17,13.47,7.69,30.16,1735.69,5
100,2023-10-07 00:00:00,11.53,186.06,164.87,15.14,7.78,32.9,1895.9,5
101,2023-10-07 01:00:00,8.99,196.7,178.53,20.27,19.13,34.27,1922.61,5
102,2023-10-07 02:00:00,9.63,211.83,192.04,22.41,27.54,33.59,2029.42,5
103,2023-10-07 03:00:00,9.88,224.66,203.0,25.03,58.65,30.85,2029.42,5
104,2023-10-07 04:00:00,5.13,168.3,156.19,27.42,138.76,16.62,1228.33,5
105,2023-10-07 05:00:00,5.26,168.91,157.15,24.56,180.24,10.28,1081.47,5
106,2023-10-07 06:00:00,4.62,177.01,165.24,22.65,203.13,7.2,974.66,5
107,2023-10-07 07:00:00,2.94,154.33,144.9,17.88,197.41,5.06,807.76,5
108,2023-10-07 08:00:00,2.85,142.11,133.95,15.74,194.55,4.93,741.0,5
109,2023-10-07 09:00:00,3.13,142.84,134.8,15.5,194.55,5.57,727.65,5
110,2023-10-07 10:00:00,8.61,160.35,146.72,14.42,138.76,15.94,934.6,5
111,2023-10-07 11:00:00,13.43,186.67,164.55,14.31,80.82,30.85,1268.39,5
112,2023-10-07 12:00:00,17.73,210.12,179.85,15.97,36.48,47.98,1588.82,5
113,2023-10-07 13:00:00,25.33,237.3,197.25,20.5,8.31,63.06,1922.61,5
114,2023-10-07 14:00:00,30.65,272.05,219.43,24.32,0.32,61.69,2269.74,5
115,2023-10-07 15:00:00,32.17,303.29,238.1,25.27,0.01,52.78,2483.37,5
116,2023-10-07 16:00:00,26.6,317.28,250.23,23.37,0.0,42.5,2643.59,5
117,2023-10-07 17:00:00,16.72,315.81,258.06,19.07,0.0,33.59,2750.4,5
118,2023-10-07 18:00:00,9.88,285.13,244.61,13.59,0.05,29.82,2563.48,5
119,2023-10-07 19:00:00,6.59,195.65,178.41,10.85,29.68,28.1,1588.82,5
120,2023-10-10 20:00:00,71.94,409.89,307.84,41.96,0.0,38.39,3257.75,5
121,2023-10-10 21:00:00,45.09,335.81,252.53,27.42,0.0,25.36,2777.1,5
122,2023-10-10 22:00:00,19.0,249.63,187.5,15.5,0.0,21.25,2136.23,5
123,2023-10-10 23:00:00,10.26,193.64,145.36,10.73,0.01,19.71,1708.98,5
124,2023-10-11 00:00:00,7.47,159.41,120.33,8.94,0.07,18.51,1415.25,5
125,2023-10-11 01:00:00,7.22,144.16,109.37,9.89,0.31,17.82,1295.09,5
126,2023-10-11 02:00:00,8.87,146.84,110.08,12.99,3.58,15.94,1361.85,5
127,2023-10-11 03:00:00,10.64,153.57,113.81,15.5,13.05,18.16,1441.96,5
128,2023-10-11 04:00:00,12.79,158.54,122.18,25.75,67.95,20.39,1188.28,5
129,2023-10-11 05:00:00,12.67,192.47,155.08,30.52,135.9,17.31,1134.87,5
130,2023-10-11 06:00:00,12.54,230.15,191.03,31.47,200.27,13.71,1148.22,5
131,2023-10-11 07:00:00,13.3,250.63,208.65,30.04,240.33,9.94,1094.82,5
132,2023-10-11 08:00:00,14.19,269.62,223.85,27.18,251.77,8.14,1068.12,5
133,2023-10-11 09:00:00,14.06,287.6,240.78,26.46,260.35,7.8,1068.12,5
134,2023-10-11 10:00:00,14.57,292.02,244.74,24.8,214.58,14.05,1134.87,5
135,2023-10-11 11:00:00,16.72,301.18,249.79,22.65,143.05,25.7,1295.09,5
136,2023-10-11 12:00:00,19.0,309.79,253.26,21.22,89.41,38.39,1495.36,5
137,2023-10-11 13:00:00,20.27,337.43,272.19,21.46,40.77,56.21,1869.2,5
138,2023-10-11 14:00:00,22.55,383.56,302.65,23.84,5.59,69.23,2403.26,5
139,2023-10-11 15:00:00,26.35,425.51,329.62,27.18,0.03,61.69,2857.21,5
140,2023-10-11 16:00:00,29.89,455.59,351.72,29.8,0.0,52.78,3257.75,5
141,2023-10-11 17:00:00,24.83,464.69,360.81,27.66,0.0,43.18,3524.78,5
142,2023-10-11 18:00:00,16.72,433.49,341.27,20.74,0.0,34.62,3417.97,5
143,2023-10-11 19:00:00,11.02,360.22,286.2,12.87,0.0,27.42,2857.21,5
144,2024-05-22 20:00:00,6.52,59.35,52.41,18.6,83.68,12.0,594.14,4
145,2024-05-22 21:00:00,5.57,60.68,54.27,17.64,70.1,12.51,620.84,4
146,2024-05-22 22:00:00,4.18,57.27,52.46,15.74,62.94,12.17,607.49,4
147,2024-05-22 23:00:00,3.2,52.11,48.93,15.26,62.94,11.48,580.79,3
148,2024-05-23 00:00:00,2.75,49.11,46.65,16.69,62.94,11.48,567.44,3
149,2024-05-23 01:00:00,2.91,49.84,47.07,18.84,57.22,13.02,580.79,3
150,2024-05-23 02:00:00,3.7,54.14,50.13,19.55,52.21,15.42,614.17,4
151,2024-05-23 03:00:00,4.24,50.26,45.41,17.88,61.51,14.22,574.11,3
152,2024-05-23 04:00:00,3.93,43.75,38.62,14.54,80.82,10.2,494.0,3
153,2024-05-23 05:00:00,3.74,45.27,39.62,14.19,101.57,7.88,473.98,3
154,2024-05-23 06:00:00,3.42,54.88,49.3,13.95,131.61,5.91,460.62,3
155,2024-05-23 07:00:00,2.94,62.28,57.47,12.28,154.5,4.33,453.95,4
156,2024-05-23 08:00:00,2.79,58.94,54.58,10.13,160.22,3.68,433.92,4
157,2024-05-23 09:00:00,2.98,51.74,47.69,8.34,158.79,3.56,420.57,4
158,2024-05-23 10:00:00,3.2,43.93,40.06,7.87,155.93,3.98,413.89,4
159,2024-05-23 11:00:00,3.8,40.31,36.17,8.7,151.63,5.44,427.25,4
160,2024-05-23 12:00:00,4.43,38.25,33.68,9.66,144.48,7.63,447.27,4
161,2024-05-23 13:00:00,6.21,40.31,34.09,12.64,131.61,10.45,494.0,3
162,2024-05-23 14:00:00,8.36,43.46,35.12,15.97,118.73,11.82,534.06,3
163,2024-05-23 15:00:00,10.64,50.95,40.86,18.36,103.0,13.71,567.44,3
164,2024-05-23 16:00:00,12.16,60.36,49.31,17.88,91.55,14.22,594.14,3
165,2024-05-23 17:00:00,12.41,64.4,52.94,17.4,95.84,13.19,587.46,4
166,2024-05-23 18:00:00,11.91,65.91,54.62,18.12,104.43,12.17,574.11,4
167,2024-05-23 19:00:00,11.4,66.65,56.19,19.07,107.29,11.48,560.76,4
168,2024-02-26 20:00:00,24.32,238.19,180.52,13.23,1.33,43.87,1815.8,5
169,2024-02-26 21:00:00,23.81,240.83,184.35,12.28,0.34,41.47,1869.2,5
170,2024-02-26 22:00:00,23.05,244.03,188.71,11.92,0.07,39.41,1922.61,5
171,2024-02-26 23:00:00,20.52,243.1,189.85,12.04,0.01,36.67,1949.31,5
172,2024-02-27 00:00:00,19.51,240.13,188.74,12.64,0.0,34.27,1976.01,5
173,2024-02-27 01:00:00,19.51,242.83,192.17,14.54,0.0,32.9,2056.12,5
174,2024-02-27 02:00:00,24.07,259.81,205.55,19.55,1.23,31.19,2296.45,5
175,2024-02-27 03:00:00,29.39,276.37,220.3,24.08,8.14,31.87,2483.37,5
176,2024-02-27 04:00:00,26.35,253.02,210.86,32.9,46.49,41.81,2056.12,5
177,2024-02-27 05:00:00,23.81,265.16,225.86,42.44,100.14,42.16,1922.61,5
178,2024-02-27 06:00:00,21.28,296.77,258.97,51.5,173.09,38.73,1842.5,5
179,2024-02-27 07:00:00,10.77,197.04,176.21,38.15,214.58,17.14,1028.06,5
180,2024-02-27 08:00:00,8.87,154.36,138.54,26.23,217.44,9.25,754.36,5
181,2024-02-27 09:00:00,9.37,142.57,127.69,23.13,217.44,8.05,687.6,5
182,2024-02-27 10:00:00,12.16,145.93,128.86,23.13,197.41,13.37,767.71,5
183,2024-02-27 11:00:00,16.09,155.17,133.45,23.37,160.22,23.31,934.6,5
184,2024-02-27 12:00:00,20.01,160.4,134.55,23.13,123.02,34.27,1094.82,5
185,2024-02-27 13:00:00,23.56,167.23,137.45,23.6,95.84,41.47,1255.04,5
186,2024-02-27 14:00:00,25.59,172.46,140.2,23.6,82.97,41.47,1321.79,5
187,2024-02-27 15:00:00,26.09,172.44,140.12,21.93,75.1,38.04,1308.44,5
188,2024-02-27 16:00:00,27.11,177.96,146.09,20.74,67.95,35.64,1308.44,5
189,2024-02-27 17:00:00,27.87,189.46,157.73,20.27,60.8,33.93,1348.5,5
190,2024-02-27 18:00:00,26.85,187.91,159.04,18.12,54.36,30.5,1295.09,5
191,2024-02-27 19:00:00,25.08,171.88,147.77,14.9,48.64,26.73,1201.63,5
192,2024-04-21 20:00:00,18.49,48.78,32.99,13.95,115.87,9.42,480.65,3
193,2024-04-21 21:00:00,19.51,54.8,37.14,14.9,108.72,10.02,507.35,3
194,2024-04-21 22:00:00,20.52,58.56,40.02,15.5,98.71,10.8,534.06,3
195,2024-04-21 23:00:00,21.28,60.31,41.68,15.97,90.12,11.65,560.76,3
196,2024-04-22 00:00:00,22.04,61.48,42.83,16.21,82.25,12.68,580.79,3
197,2024-04-22 01:00:00,23.05,64.37,44.55,17.64,76.53,14.74,627.52,3
198,2024-04-22 02:00:00,23.56,71.12,48.13,19.55,80.11,17.48,700.95,3
199,2024-04-22 03:00:00,22.04,74.91,50.87,20.27,105.86,17.14,714.3,4
200,2024-04-22 04:00:00,17.73,72.99,52.02,18.6,151.63,11.82,620.84,4
201,2024-04-22 05:00:00,16.21,76.68,57.78,18.36,194.55,8.31,587.46,5
202,2024-04-22 06:00:00,15.07,80.08,63.46,17.64,226.02,6.17,547.41,5
203,2024-04-22 07:00:00,10.89,66.84,54.32,12.64,217.44,4.07,453.95,5
204,2024-04-22 08:00:00,7.16,51.29,40.49,8.58,191.69,3.17,377.18,5
205,2024-04-22 09:00:00,5.26,41.21,31.21,6.5,168.8,2.87,330.45,4
206,2024-04-22 10:00:00,4.62,37.27,27.26,6.32,157.36,3.43,317.1,4
207,2024-04-22 11:00:00,5.0,38.13,27.43,7.39,150.2,4.97,330.45,4
208,2024-04-22 12:00:00,5.95,41.57,29.98,8.46,147.34,6.68,353.81,4
209,2024-04-22 13:00:00,7.22,45.51,33.01,10.37,145.91,8.23,390.53,4
210,2024-04-22 14:00:00,8.74,48.25,34.49,12.28,140.19,9.51,427.25,4
211,2024-04-22 15:00:00,10.39,48.47,33.68,12.64,128.75,10.2,453.95,3
212,2024-04-22 16:00:00,12.41,45.55,30.92,12.87,110.15,10.71,473.98,3
213,2024-04-22 17:00:00,13.3,37.33,24.6,13.47,92.98,10.88,473.98,2
214,2024-04-22 18:00:00,13.17,29.94,19.48,14.78,81.54,10.88,460.62,2
215,2024-04-22 19:00:00,12.79,24.49,15.91,15.5,72.96,10.45,440.6,2
216,2023-11-09 20:00:00,29.64,281.33,199.54,19.55,0.0,46.61,2136.23,5
217,2023-11-09 21:00:00,34.96,275.35,197.28,20.74,0.0,43.53,2056.12,5
218,2023-11-09 22:00:00,38.0,269.94,195.37,21.46,0.0,40.1,2002.72,5
219,2023-11-09 23:00:00,32.93,261.84,191.93,18.36,0.0,34.96,1922.61,5
220,2023-11-10 00:00:00,24.07,253.92,189.13,14.66,0.0,29.82,1869.2,5
221,2023-11-10 01:00:00,17.99,255.53,192.37,14.31,0.01,26.05,1949.31,5
222,2023-11-10 02:00:00,18.24,275.05,206.77,18.6,0.8,23.99,2216.34,5
223,2023-11-10 03:00:00,19.51,294.35,221.41,22.65,3.8,24.68,2483.37,5
224,2023-11-10 04:00:00,20.01,276.6,214.6,30.52,23.6,37.36,2189.64,5
225,2023-11-10 05:00:00,21.28,287.07,227.87,39.58,65.09,43.53,2082.82,5
226,2023-11-10 06:00:00,20.52,310.73,253.62,48.16,127.32,42.16,2002.72,5
227,2023-11-10 07:00:00,8.87,169.66,138.02,30.52,188.83,11.48,907.9,5
228,2023-11-10 08:00:00,7.03,129.17,103.01,20.03,191.69,5.36,680.92,5
229,2023-11-10 09:00:00,6.65,121.68,96.92,18.6,188.83,5.31,647.54,5
230,2023-11-10 10:00:00,10.77,132.69,104.9,20.03,157.36,14.91,807.76,5
231,2023-11-10 11:00:00,16.47,153.25,118.94,20.5,107.29,29.82,1068.12,5
232,2023-11-10 12:00:00,21.79,172.67,131.73,20.74,66.52,44.55,1335.14,5
233,2023-11-10 13:00:00,26.09,195.86,147.0,22.65,37.55,58.95,1628.88,5
234,2023-11-10 14:00:00,28.63,225.39,166.05,25.27,19.31,65.12,1895.9,5
235,2023-11-10 15:00:00,31.16,250.65,182.24,26.7,7.51,65.12,2082.82,5
236,2023-11-10 16:00:00,31.92,269.94,194.31,27.18,1.59,61.69,2216.34,5
237,2023-11-10 17:00:00,25.84,281.58,202.46,23.6,0.29,56.89,2296.45,5
238,2023-11-10 18:00:00,17.73,273.1,197.24,17.4,0.13,50.72,2216.34,5
239,2023-11-10 19:00:00,12.16,249.43,183.24,11.32,0.16,43.53,2002.72,5
240,2024-07-31 20:00:00,4.56,64.52,57.27,16.69,58.65,16.96,734.33,4
241,2024-07-31 21:00:00,4.02,64.3,59.02,14.78,55.07,15.77,741.0,4
242,2024-07-31 22:00:00,3.77,59.65,55.28,13.11,50.78,14.91,741.0,4
243,2024-07-31 23:00:00,3.67,53.15,48.95,12.87,47.21,14.39,720.98,3
244,2024-08-01 00:00:00,3.55,48.33,44.44,12.4,42.92,14.22,694.27,3
245,2024-08-01 01:00:00,3.48,43.25,39.53,12.52,38.98,14.57,667.57,3
246,2024-08-01 02:00:00,3.89,38.4,34.1,12.64,34.69,16.28,680.92,3
247,2024-08-01 03:00:00,4.75,35.4,30.0,13.83,30.76,19.02,714.3,3
248,2024-08-01 04:00:00,5.45,31.28,25.36,14.54,33.62,18.68,714.3,3
249,2024-08-01 05:00:00,5.45,27.17,21.65,13.59,52.93,14.57,654.22,2
250,2024-08-01 06:00:00,5.13,26.69,22.04,12.04,82.97,10.2,594.14,2
251,2024-08-01 07:00:00,3.96,23.3,20.12,9.06,101.57,6.08,500.68,3
252,2024-08-01 08:00:00,3.29,17.58,15.29,7.51,98.71,5.27,447.27,2
253,2024-08-01 09:00:00,3.36,14.96,13.0,7.27,90.84,6.43,487.33,2
254,2024-08-01 10:00:00,4.24,15.32,12.67,9.78,75.1,10.54,547.41,2
255,2024-08-01 11:00:00,5.0,18.04,14.4,11.32,66.52,14.05,594.14,2
256,2024-08-01 12:00:00,5.38,21.47,17.1,11.68,64.37,16.45,620.84,2
257,2024-08-01 13:00:00,6.02,26.49,20.77,11.56,66.52,16.62,634.19,2
258,2024-08-01 14:00:00,6.52,32.4,25.02,12.28,65.8,16.79,654.22,3
259,2024-08-01 15:00:00,6.59,36.01,27.98,13.23,62.94,17.31,660.9,3
260,2024-08-01 16:00:00,5.51,33.01,26.68,11.68,63.66,15.59,634.19,3
261,2024-08-01 17:00:00,4.69,27.81,22.54,9.78,61.51,13.54,600.81,2
262,2024-08-01 18:00:00,3.96,20.94,16.96,8.11,55.07,11.31,560.76,2
263,2024-08-01 19:00:00,3.42,14.94,12.35,6.85,43.27,9.94,514.03,2
264,2023-09-26 20:00:00,15.71,139.07,108.34,13.95,0.0,20.91,1735.69,5
265,2023-09-26 21:00:00,15.2,128.58,104.83,12.4,0.0,19.02,1655.58,5
266,2023-09-26 22:00:00,14.69,122.9,104.74,11.56,0.0,17.65,1615.52,5
267,2023-09-26 23:00:00,13.68,120.64,106.43,11.44,0.0,17.14,1588.82,5
268,2023-09-27 00:00:00,12.54,122.28,110.74,12.04,0.0,17.48,1588.82,5
269,2023-09-27 01:00:00,11.65,132.6,121.05,13.59,0.15,18.85,1615.52,5
270,2023-09-27 02:00:00,12.41,158.29,140.8,17.4,2.95,20.56,1789.09,5
271,2023-09-27 03:00:00,13.3,187.34,163.56,21.22,14.13,27.76,1976.01,5
272,2023-09-27 04:00:00,3.1,206.97,191.56,40.53,81.54,34.96,1495.36,5
273,2023-09-27 05:00:00,3.51,237.97,222.56,44.35,154.5,28.79,1455.31,5
274,2023-09-27 06:00:00,4.37,278.91,262.8,44.35,234.6,19.19,1441.96,5
275,2023-09-27 07:00:00,1.14,214.51,204.47,28.85,234.6,9.34,1081.47,5
276,2023-09-27 08:00:00,0.92,168.88,161.52,22.41,220.3,7.45,907.9,5
277,2023-09-27 09:00:00,1.57,157.77,150.89,21.46,220.3,7.97,867.84,5
278,2023-09-27 10:00:00,3.01,162.34,154.75,24.32,217.44,11.82,907.9,5
279,2023-09-27 11:00:00,5.26,173.66,164.44,31.47,203.13,19.19,1014.71,5
280,2023-09-27 12:00:00,7.09,180.46,170.09,37.19,174.52,23.99,1134.87,5
281,2023-09-27 13:00:00,14.19,217.05,194.46,32.9,97.27,42.16,1602.17,5
282,2023-09-27 14:00:00,23.31,287.85,243.61,31.95,30.04,65.12,2349.85,5
283,2023-09-27 15:00:00,35.46,358.01,293.74,37.67,2.86,74.03,3017.43,5
284,2023-09-27 16:00:00,48.13,417.77,339.54,43.87,0.04,68.55,3471.37,5
285,2023-09-27 17:00:00,43.06,457.83,374.01,39.58,0.01,56.89,3738.4,5
286,2023-09-27 18:00:00,27.11,456.67,381.23,27.89,0.03,46.61,3685.0,5
287,2023-09-27 19:00:00,15.2,392.25,339.17,16.93,0.99,42.84,2990.72,5
288,2024-03-25 20:00:00,5.89,149.34,123.25,13.95,64.37,18.34,974.66,5
289,2024-03-25 21:00:00,4.94,138.27,114.97,11.8,62.23,17.14,907.9,5
290,2024-03-25 22:00:00,4.43,130.13,109.17,10.13,59.37,16.79,921.25,5
291,2024-03-25 23:00:00,4.43,122.64,105.93,10.25,57.22,16.96,934.6,5
292,2024-03-26 00:00:00,4.37,124.21,110.44,11.09,57.22,16.62,961.3,5
293,2024-03-26 01:00:00,4.94,130.32,117.13,12.76,53.64,16.79,988.01,5
294,2024-03-26 02:00:00,6.21,122.04,108.57,14.9,42.56,17.99,1068.12,5
295,2024-03-26 03:00:00,7.35,112.41,98.71,17.64,50.78,16.79,1108.17,5
296,2024-03-26 04:00:00,7.54,110.66,96.6,19.55,94.41,13.37,988.01,5
297,2024-03-26 05:00:00,8.23,115.48,100.33,21.22,147.34,9.08,867.84,5
298,2024-03-26 06:00:00,8.87,121.88,105.86,22.41,185.97,6.51,821.11,5
299,2024-03-26 07:00:00,9.25,126.6,109.76,21.93,208.85,5.4,767.71,5
300,2024-03-26 08:00:00,9.75,127.11,109.75,22.41,217.44,5.4,720.98,5
301,2024-03-26 09:00:00,9.88,127.39,110.04,22.65,223.16,5.83,700.95,5
302,2024-03-26 10:00:00,12.16,136.17,115.69,22.65,205.99,12.68,807.76,5
303,2024-03-26 11:00:00,16.09,157.43,130.9,23.37,174.52,24.33,1028.06,5
304,2024-03-26 12:00:00,19.76,180.48,147.44,24.08,135.9,36.67,1281.74,5
305,2024-03-26 13:00:00,23.56,203.08,163.28,24.56,104.43,41.47,1468.66,5
306,2024-03-26 14:00:00,26.35,214.23,170.82,25.27,90.84,38.39,1562.12,5
