,date,aqi,pm2_5,pm10,co,no2,o3,so2,nh3
274,2024-06-09,4.708333333333333,85.65875,113.28416666666668,757.9716666666667,13.227083333333333,128.98458333333335,17.766666666666666,15.6175
275,2024-06-10,4.791666666666667,94.43124999999999,126.50625000000001,884.2541666666666,17.715,131.36875,22.396666666666665,18.898333333333333
276,2024-06-11,4.416666666666667,80.16208333333333,101.15291666666667,688.1550000000001,11.948333333333332,148.92291666666668,21.115,14.345833333333333
277,2024-06-12,4.0,70.8525,87.27541666666667,640.3125,11.553333333333333,131.39791666666667,18.999583333333334,12.297083333333333
278,2024-06-13,4.125,82.08208333333333,97.94541666666667,679.2533333333333,12.630416666666667,145.97208333333333,21.02125,12.514166666666668
279,2024-06-14,4.25,94.35916666666667,114.56583333333333,717.3625000000001,12.34875,154.25666666666666,21.875416666666666,14.292083333333332
280,2024-06-15,4.166666666666667,74.24374999999999,93.65708333333333,633.3583333333333,9.464166666666666,135.45166666666668,15.979166666666666,12.947083333333333
281,2024-06-16,3.0,32.89,42.68,614.17,11.48,44.35,10.61,10.39
282,2024-06-17,4.3478260869565215,78.19608695652174,99.37217391304348,662.6382608695652,11.116521739130436,142.75521739130434,19.011739130434783,14.550434782608693
283,2024-06-18,4.125,67.59666666666666,98.39166666666667,781.61625,17.46291666666667,111.20791666666668,21.50208333333333,19.680416666666666
284,2024-06-19,2.7916666666666665,25.7775,44.916666666666664,490.8045833333333,12.598333333333334,88.78083333333335,15.94,13.555416666666666
285,2024-06-20,3.625,48.317499999999995,61.01666666666667,617.2266666666667,13.330416666666666,119.59791666666666,19.90375,13.76375
286,2024-06-21,3.7083333333333335,52.40833333333333,60.82208333333333,648.2395833333334,11.97875,107.49708333333332,14.842083333333333,9.577083333333333
287,2024-06-22,4.75,83.5325,90.7325,761.3104166666667,10.464166666666667,124.7525,15.343333333333334,5.945
288,2024-06-23,3.6666666666666665,47.79833333333334,52.123333333333335,601.6491666666667,9.027916666666666,114.35166666666667,13.257083333333334,4.989583333333333
289,2024-06-24,3.1666666666666665,37.68458333333333,44.46333333333333,662.8429166666666,15.144583333333335,73.06125,17.245,7.514166666666667
290,2024-06-25,3.0416666666666665,40.89666666666667,47.22708333333333,754.0766666666667,20.527916666666666,37.90958333333333,16.431250000000002,6.765000000000001
291,2024-06-26,3.0,35.569583333333334,41.48,786.6220833333333,20.698333333333334,38.57125,17.067916666666665,6.035833333333334
292,2024-06-27,2.4583333333333335,27.58666666666667,32.30166666666667,532.945,15.79,58.017500000000005,14.176666666666668,5.616666666666667
293,2024-06-28,2.0,18.332083333333333,23.05333333333333,477.87125,18.79125,30.454583333333332,14.340833333333334,5.937083333333334
294,2024-06-29,2.375,23.96666666666667,28.425416666666667,589.6891666666667,18.33458333333333,37.85,13.3675,5.2316666666666665
295,2024-06-30,3.0833333333333335,37.51958333333334,43.44416666666667,899.275,19.028333333333332,47.19083333333333,12.090416666666668,6.5425
296,2024-07-01,2.2083333333333335,20.479583333333334,25.022499999999997,568.2695833333333,17.86916666666667,36.45166666666667,12.562083333333334,5.2058333333333335
297,2024-07-02,2.375,20.475833333333334,24.718333333333334,581.9004166666667,17.0225,27.026666666666667,9.87875,4.06125
298,2024-07-03,3.625,54.76416666666666,65.37375,993.5691666666667,34.75791666666667,3.7716666666666665,22.629583333333333,10.323749999999999
299,2024-07-04,2.9166666666666665,35.681666666666665,40.937083333333334,708.8779166666667,21.920416666666668,26.98875,12.16375,5.625
300,2024-07-05,2.6666666666666665,32.61416666666667,39.49166666666667,773.8266666666667,25.205416666666668,14.48625,16.013749999999998,7.984999999999999
301,2024-07-06,2.5,28.644166666666667,32.669583333333335,668.1270833333333,19.955833333333334,23.08083333333333,10.436666666666666,4.701666666666667
302,2024-07-07,2.7083333333333335,32.370416666666664,37.705,688.4333333333334,21.07,23.163750000000004,10.926250000000001,4.59625
303,2024-07-08,3.625,54.6575,65.19458333333334,743.23,18.853333333333335,53.331250000000004,14.354583333333332,5.857500000000001
304,2024-07-09,3.375,47.91,58.71041666666667,702.34,17.746666666666666,53.72,16.392500000000002,7.345833333333334
305,2024-07-10,4.416666666666667,97.18374999999999,114.98,1521.5091666666667,47.01125,14.791666666666666,28.92375,15.434166666666668
306,2024-07-11,3.6666666666666665,53.1275,60.585,891.4866666666667,23.412916666666664,45.38125,17.7475,7.354166666666667
307,2024-07-12,3.7916666666666665,61.7525,75.28583333333334,998.8545833333333,34.08708333333333,21.10833333333333,22.535833333333333,10.50375
308,2024-07-13,4.708333333333333,87.90125,101.34375,1077.0170833333334,21.383750000000003,70.57958333333333,16.2625,10.214166666666666
309,2024-07-14,4.5,77.70833333333333,83.24458333333332,817.21875,11.08875,111.8925,11.417916666666665,5.396249999999999
310,2024-07-15,2.3333333333333335,22.86708333333333,28.480833333333333,493.30750000000006,14.305416666666666,52.69125,14.405000000000001,6.037916666666667
311,2024-07-16,2.375,21.821250000000003,26.757499999999997,430.0275,12.897083333333335,59.60541666666666,13.231666666666667,5.284166666666667
312,2024-07-17,3.1666666666666665,43.01541666666666,51.19916666666666,572.4425,16.67875,67.22666666666667,15.462916666666667,6.985833333333333
313,2024-07-18,3.0,39.36208333333334,48.70916666666667,556.5870833333333,14.814583333333333,55.38791666666666,13.8825,7.421250000000001
